Season,Name of Episode,ID of the Episode,Date Aired,Average Rating,Number of Ratings,Description
Season 18,The Leisure Hive: Part Two,S18E02,6 Sep. 1980,6.5,285,"Another man is found dead, strangled by the Doctor's scarf, so the Doctor is put on trial. By some of the archaic rules of law, he's made to ""prove"" his innocence by becoming a test subject in a new tachyon experiment with time. The result will prove his innocence or guilt, so they say."
Season 18,The Leisure Hive: Part Three,S18E03,13 Sep. 1980,6.6,282,"With the Doctor suffering from the time experiment, the clandestine schemes of others start coming to light, along with the secreted purposes to which the tachyonic generator has been used."
Season 18,The Leisure Hive: Part Four,S18E04,20 Sep. 1980,6.5,290,"With the saboteur and murderer revealed and arrested, peace should now be restored, but a new threat emerges - a war-monger who's both ready and eager to aggress upon other worlds with a newly manufactured warrior army."
Season 18,Meglos: Part One,S18E05,27 Sep. 1980,6.5,272,"The Doctor, Romana and K-9 arrive on the forest planet Tygella, where the native Tygellans now live in a underground city, due to the carnivorous plants. Where the Doctor finds he has been wrongly accused of stealing the Dodechedron, the city's power source. Only to discover the culprit is Meglos, the cactus-like last survivor of the desert planet Zolfa-Thura and he bids to return the Dodechedron to Zolfa-Thura for his own evil purpose and plans to use it as a powerful weapon and he plans to wipe out Tigella."
Season 18,Meglos: Part Two,S18E06,4 Oct. 1980,6.5,249,"With the TARDIS occupants trapped in a chronic histeratic loop (forever reliving the same moment in time), the devious Meglos - disguised as the Doctor - gains the trust of the Tigellans along with full and private access to their power chamber."
Season 18,Meglos: Part Three,S18E07,11 Oct. 1980,6.4,243,"With the dodecahedron gone, the city goes power critical. Its death, imminent. With Romana seeking escape from Meglos' pirates, and Meglos seeking escape from the sealed-up city, and the Doctor himself seeking to understand what's been going on (and why everybody wants him arrested), religious factions move in to take over the city."
Season 18,Meglos: Part Four,S18E08,18 Oct. 1980,6.3,249,"With the Doctor about to be ritualistically sacrificed to appease the god Ti for stealing the dodecahedron, Meglos and the pirates return to Zolfa-Thura with the dodecahedron to fire up an ancient weapon and blast Tigella out of existence."
Season 18,Full Circle: Part One,S18E09,25 Oct. 1980,7.3,289,"In answer to a summons from the Time Lords, the Doctor heads the TARDIS for Gallifrey where he must return Romana, but having tasted adventure and seen foreign worlds, she's none too happy about the return. Their journey, however, is interrupted by a rare space/time phenomena that lands them - not on Gallifrey - but on Alzarius. There, humanoid inhabitants begin to encounter an infrequent but regular cycle of perilous weather, called Mistfall, that coincides with the emergence of dangerous creatures."
Season 18,Full Circle: Part Two,S18E10,1 Nov. 1980,7.3,264,"As the humanoid community takes refuge in their crashed spaceship, venomous marsh spiders begin to hatch from the local fruit while bestial marshmen emerge from the waters to walk the land. It is quite apparent that the marshmen desire entry into the spaceship. Meanwhile, as a curious marshchild shadows the Doctor, a group of teen rebels decides to take over the TARDIS."
Season 18,Full Circle: Part Three,S18E11,8 Nov. 1980,7.3,263,"Infection from a spider bite causes Romana's personality to change. Meanwhile the Doctor, after discovering that the spaceship society is in a perpetual state of repair and upgrade, has morality issues with the ship's leading scientist who readies himself to perform gruesome experiments on the live marshchild while it's fully conscious."
Season 18,Full Circle: Part Four,S18E12,15 Nov. 1980,7.3,271,"Marshmen invade the Terradonian ship thanks to Romana, who seems to be in communion with them. While the ship's inhabitants flee for their lives, the Doctor discovers a crucial fact why these humanoids can never return to the planet Terradon."
Season 18,State of Decay: Part One,S18E13,22 Nov. 1980,7.6,304,"The Doctor and Romana find an isolated planet. K9 scans the planet, finding it has a village. The Doctor and Romana find high technology readings with the TARDIS sensors even though the village appears to have an absence of technology. The TARDIS lands near the village. The Doctor and Romana set off, leaving K9 behind to guard the TARDIS. Adric, from the previous story, has stowed away on the TARDIS. K9 finds him, but Adric tells him that as he is a stowaway. The Doctor and Romana find two men arguing. The Doctor asks to speak to a scientist. One of the men mistakes ..."
Season 18,State of Decay: Part Two,S18E14,29 Nov. 1980,7.6,272,"Know what this is about?
 Be the first one to add a plot."
Season 18,State of Decay: Part Three,S18E15,6 Dec. 1980,7.6,269,"Know what this is about?
 Be the first one to add a plot."
Season 18,State of Decay: Part Four,S18E16,13 Dec. 1980,7.6,270,"Know what this is about?
 Be the first one to add a plot."
Season 18,Warriors' Gate: Part One,S18E17,3 Jan. 1981,7.6,285,"While the Doctor and Romana desperately rack their brains over how to escape E-Space, Time Winds strike the TARDIS, damaging it and K-9. Strangest of all, it allows Biroc, a hurt and hunted lion-man, to enter, phased in time, and set the control coordinates at zero-zero, sending the TARDIS into a milk-white void. Before running off, he warns of others who will be soon following."
Season 18,Warriors' Gate: Part Two,S18E18,10 Jan. 1981,7.5,250,"Three humorless men from a damaged bulk freighter find the TARDIS. Wearily, Romana returns with them to appraise the situation of their damaged ship but, because she's a time sensitive, winds up as a living navigational component to replace their time-sensitive Tharil (lion-man) who escaped. Meanwhile the Doctor, having found a gateway, is having a time with Gundans, robot soldiers programmed to kill."
Season 18,Warriors' Gate: Part Three,S18E19,17 Jan. 1981,7.5,249,"While Biroc leads the Doctor to a view of the Tharil's lordly past, Romana learns more about the damaged freighter and the coldheartedness of its crew. Meanwhile Commander Rorvik, confounded by the time mirror inside the universal center gateway, ignores evidence that it's no simple mirror and decides to blast it, imperiling the lives of everyone."
Season 18,Warriors' Gate: Part Four,S18E20,24 Jan. 1981,7.5,252,"After the Doctor and Romana save the Tharil race, Romana agrees to leave the Doctor to become the Tharils' ""Queen of Time."""
Season 18,The Keeper of Traken: Part One,S18E21,31 Jan. 1981,7.8,367,"Returning to N-Space, The Doctor and Adric are summoned to Traken, a planet of peace and harmony. The Keeper of Traken is nearing the end of his 1000-year-old reign and one of the Traken consuls is to become the next Keeper. The Doctor, Adric, Tremas (the Keeper Nominate) and Nyssa (his daughter) set about to stop the Melkur, a calcified figure believed to be a ""Source of Evil"" trying to destroy the Traken Union, only to later discover it is the guise of a old enemy of the Doctor - The Master - who plans to take control of The Source (the keystone of Union) so he can ..."
Season 18,The Keeper of Traken: Part Two,S18E22,7 Feb. 1981,7.8,320,"Tremas claims counselor privilege to protect the Doctor and Adric from execution, though it binds his fate to theirs if they're found guilty of murder. Melkur strengthens his hold over Kassia while Seron decides to have rapport with The Keeper to learn truth, and Adric finds evidence of another TARDIS in the area."
Season 18,The Keeper of Traken: Part Three,S18E23,14 Feb. 1981,7.8,311,"With Tremas falling under suspicion, due to his association with the Doctor, a new Keeper Nominate is named. Now, with everything in place, Melkur has only a short wait before his full malevolence can unfold."
Season 18,The Keeper of Traken: Part Four,S18E24,21 Feb. 1981,8.0,321,"With the merciless Melkur in control of The Source, the Doctor and his allies have only a slim chance of deposing him, which also puts the peace of the Traken Union in severe jeopardy."
Season 18,Logopolis: Part One,S18E25,28 Feb. 1981,7.9,408,"Preparing to overhaul his TARDIS, the Doctor goes to Earth to take fresh measurements of a police box. A figure in white observes, as the Master lies in wait with a puzzling predicament for his rival Time Lord."
Season 18,Logopolis: Part Two,S18E26,7 Mar. 1981,7.8,343,"With the threat of doom ever-present, the Doctor and Adric press on for Logopolis, where the muttered mathematical incantations of its people can completely overhaul the TARDIS. En route they discover an accidental yet demanding passenger on board while, all the while, the Master secretively journeys with them to ensnare the Doctor in a diabolical trap."
Season 18,Logopolis: Part Three,S18E27,14 Mar. 1981,7.8,340,"With Nyssa from Traken unexpectedly rejoining the group, Adric aids the Monitor of Logopolis in trying to save the Doctor before time runs out. The Master, at liberty to prepare, is finally ready to reveal his true target, which unknowingly sets off the biggest catastrophe of all time."
Season 18,Logopolis: Part Four,S18E28,21 Mar. 1981,8.1,361,"With the universe collapsing, the Doctor forms an uneasy alliance with the Master to save it. In case all does not go well, the Watcher takes the Doctor's companions to a safe place, but his plans for them don't stop there. The one hope for all lies back on Earth."
Season 19,Castrovalva: Part One,S19E01,4 Jan. 1982,7.3,384,The Doctor has regenerated but it hasn't gone well. He's mentally unraveling and needs a place to rest beyond outside influences. Unfortunately the Master has laid a trap for the TARDIS that denies the Doctor undisturbed recovery time.
Season 19,Castrovalva: Part Two,S19E02,5 Jan. 1982,7.0,332,"To avoid falling into Event One (the Big Bang), the Doctor must convert mass into momentum by having the TARDIS jettison a quarter of itself. Unfortunately it can not be known which rooms will be ejected."
